CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
T04411,192,62,197626.7231749465,5,5,5,555,Almas Gêmeas
T04467,285,24,19903.763860019724,4,4,4,444,Amantes
T04488,4049,10,517.4948419909231,1,3,2,132,Clientes Regulares
T04491,977,72,196551.98601955106,3,5,5,355,Prestes a te largar
T04506,3900,17,7734.021369486176,1,4,3,143,Clientes Regulares
T04586,165,38,35880.74659123927,5,5,4,554,Amantes
T04610,597,20,83153.27403236214,3,4,5,345,Prestes a te largar
T04630,4247,23,13153.096194465239,1,4,4,144,Clientes Regulares
T04697,1373,25,17590.553508605557,2,4,4,244,Prestes a te largar
T04736,2062,4,181.15682555576646,1,2,2,122,Clientes Regulares
T04786,1100,4,681.6512683508209,2,2,2,222,Prestes a te largar
T04802,4971,3,21914.132530506307,1,1,4,114,Clientes Regulares
T04819,228,64,51279.41727592619,5,5,5,555,Almas Gêmeas
T04851,234,46,142702.1916215859,5,5,5,555,Almas Gêmeas
T04859,1129,12,14259.437949552776,2,3,4,234,Prestes a te largar
T04867,3566,12,293.04248940295065,1,3,2,132,Clientes Regulares
T04870,198,47,141619.26535203727,5,5,5,555,Almas Gêmeas
T04876,1226,15,12030.287930067543,2,4,4,244,Prestes a te largar
T04994,3862,15,3331.582187220615,1,4,3,143,Clientes Regulares
T05034,344,72,1059319.7565262655,4,5,5,455,Amantes
T05045,1509,20,12478.158486330978,2,4,4,244,Prestes a te largar
T05049,409,36,45489.32681508399,4,5,5,455,Amantes
T05051,400,39,55261.11759738091,4,5,5,455,Amantes
T05077,1191,22,17028.031150346847,2,4,4,244,Prestes a te largar
T05114,404,12,95447.47172027307,4,3,5,435,Amantes
T05154,334,29,147604.2340288841,4,5,5,455,Amantes
T05174,169,51,37226.41815013983,5,5,5,555,Almas Gêmeas
T05238,3622,17,4832.817488021077,1,4,3,143,Clientes Regulares
T05248,4688,15,9917.744506253657,1,4,4,144,Clientes Regulares
T05251,4987,10,1687.0331848904098,1,3,3,133,Clientes Regulares
T05273,179,98,444363.68163168716,5,5,5,555,Almas Gêmeas
T05279,1234,45,72787.19654553459,2,5,5,255,Prestes a te largar
T05303,2187,4,25125.320446567028,1,2,4,124,Clientes Regulares
T05353,645,33,17497.75335720873,3,5,4,354,Prestes a te largar
T05357,162,5,2695.080347001253,5,2,3,523,Clientes Regulares
T05375,5559,6,45.01910855305273,1,2,1,121,Términos
T05395,400,41,50948.43076992037,4,5,5,455,Amantes
T05409,437,17,48101.22123248886,4,4,5,445,Amantes
T05435,4894,6,2903.6589341679623,1,2,3,123,Clientes Regulares
T05500,1982,11,5057.337102326933,1,3,3,133,Clientes Regulares
T05512,766,12,9262.585947035483,3,3,4,334,Amigos Platônicos
T05513,387,27,56729.8444691552,4,5,5,455,Amantes
T05519,3053,7,14139.569160563913,1,3,4,134,Clientes Regulares
T05563,631,23,25849.144812032864,3,4,4,344,Prestes a te largar
T05606,375,19,4503.773164119262,4,4,3,443,Amantes
T05615,306,25,7427.724117802167,4,4,3,443,Amantes
T05618,1226,30,9306.839953547576,2,5,4,254,Prestes a te largar
T05621,520,9,22007.130263199422,3,3,4,334,Amigos Platônicos
T05661,1593,23,36984.63749748133,2,4,4,244,Prestes a te largar
T05690,306,79,96771.61952944983,4,5,5,455,Amantes
T05691,367,69,123819.5152892318,4,5,5,455,Amantes
T05704,1542,18,6396.74491374932,2,4,3,243,Prestes a te largar
T05720,155,53,141621.08562227755,5,5,5,555,Almas Gêmeas
T05723,401,22,18373.122576930666,4,4,4,444,Amantes
T05748,198,32,61506.08644471883,5,5,5,555,Almas Gêmeas
T05762,2165,58,59199.160860069685,1,5,5,155,Ex-Amantes
T05787,1150,40,45886.99911051712,2,5,5,255,Prestes a te largar
T05793,2166,21,26696.562584115494,1,4,4,144,Clientes Regulares
T05797,795,18,8131.7861497813765,3,4,3,343,Prestes a te largar
T05808,5405,23,19507.701641958527,1,4,4,144,Clientes Regulares
T05809,1507,13,5120.832164011991,2,4,3,243,Prestes a te largar
T05816,1222,21,52382.46741069466,2,4,5,245,Prestes a te largar
T05821,502,13,43274.331183356546,4,4,5,445,Amantes
T05830,3638,17,14637.36893078613,1,4,4,144,Clientes Regulares
T05879,4611,11,857.5658837687912,1,3,2,132,Clientes Regulares
T05914,191,43,14907.10943879871,5,5,4,554,Amantes
T05948,953,21,189465.7286241731,3,4,5,345,Prestes a te largar
T05953,522,41,95233.45754552957,3,5,5,355,Prestes a te largar
T05958,3539,7,862.8375209081623,1,3,2,132,Clientes Regulares
T05967,148,65,105669.65116939667,5,5,5,555,Almas Gêmeas
T05995,155,45,66404.63124268732,5,5,5,555,Almas Gêmeas
T05997,191,25,76321.10198015855,5,4,5,545,Amantes
T06008,3594,20,17604.611207643913,1,4,4,144,Clientes Regulares
T06016,155,55,71571.59653745485,5,5,5,555,Almas Gêmeas
T06096,2501,95,244109.2953703488,1,5,5,155,Ex-Amantes
T06131,183,50,353606.36529579747,5,5,5,555,Almas Gêmeas
T06148,1226,12,4422.533620484213,2,3,3,233,Prestes a te largar
T06178,191,53,155892.52978847298,5,5,5,555,Almas Gêmeas
T06187,3050,24,41638.45894263382,1,4,5,145,Clientes Regulares
T06198,1935,8,8611.454683175749,1,3,3,133,Clientes Regulares
T06200,869,41,76010.29398951874,3,5,5,355,Prestes a te largar
T06209,809,53,92517.62275470294,3,5,5,355,Prestes a te largar
T06244,8501,3,2217.055521837726,1,1,3,113,Clientes Regulares
T06253,1024,45,90621.36358861117,3,5,5,355,Prestes a te largar
T06336,757,15,28314.997224476218,3,4,4,344,Prestes a te largar
T06341,4980,10,3270.5127512368476,1,3,3,133,Clientes Regulares
T06358,3020,49,57566.84508268009,1,5,5,155,Ex-Amantes
T06375,3781,16,19288.49570336569,1,4,4,144,Clientes Regulares
T06376,9200,4,254886.0518873063,1,2,5,125,Clientes Regulares
T06381,155,50,32087.753223173146,5,5,4,554,Amantes
T06425,906,25,50242.14489739357,3,4,5,345,Prestes a te largar
T06435,1361,18,11253.789231781717,2,4,4,244,Prestes a te largar
T06449,155,48,80616.82203928208,5,5,5,555,Almas Gêmeas
T06468,194,60,48883.46239993928,5,5,5,555,Almas Gêmeas
T06475,802,31,38106.44944768281,3,5,5,355,Prestes a te largar
T06486,5191,23,16920.744506460156,1,4,4,144,Clientes Regulares
T06525,400,19,40529.838696852756,4,4,5,445,Amantes
T06542,1835,105,410695.83715120616,2,5,5,255,Prestes a te largar
T06552,188,39,6394.584131062206,5,5,3,553,Amantes
T06574,948,20,41468.61890111239,3,4,5,345,Prestes a te largar
T06575,1955,5,695.2129122197298,1,2,2,122,Clientes Regulares
T06583,3622,9,3599.6411522860208,1,3,3,133,Clientes Regulares
T06610,4114,8,3319.9543177409478,1,3,3,133,Clientes Regulares
T06619,188,31,82971.08305789389,5,5,5,555,Almas Gêmeas
T06638,194,31,143453.84972668422,5,5,5,555,Almas Gêmeas
T06654,3811,12,13778.096280925969,1,3,4,134,Clientes Regulares
T06661,183,20,21336.009657555252,5,4,4,544,Amantes
T06680,1230,6,18914.419659338746,2,2,4,224,Prestes a te largar
T06682,157,58,205255.6775372363,5,5,5,555,Almas Gêmeas
T06684,367,16,22136.995825009213,4,4,4,444,Amantes
T06731,4316,4,593.1600707561106,1,2,2,122,Clientes Regulares
T06816,341,46,56216.54928067485,4,5,5,455,Amantes
T06883,3622,17,12509.859774742454,1,4,4,144,Clientes Regulares
T06888,4854,2,0.0336308589433581,1,1,1,111,Clientes Regulares
T06914,1689,12,2797.1500038943373,2,3,3,233,Prestes a te largar
T06925,240,48,44970.52877730902,5,5,5,555,Almas Gêmeas
T06937,159,46,69359.96819547916,5,5,5,555,Almas Gêmeas
T06961,179,49,25787.77269831859,5,5,4,554,Amantes
T07049,155,149,724150.3409738159,5,5,5,555,Almas Gêmeas
T07061,978,8,43492.75520447891,3,3,5,335,Prestes a te largar
T07073,299,14,23363.78229754501,4,4,4,444,Amantes
T07145,1494,30,15855.49545714404,2,5,4,254,Prestes a te largar
T07157,136,76,226454.62462916778,5,5,5,555,Almas Gêmeas
T07174,2062,10,14458.284606912735,1,3,4,134,Clientes Regulares
T07244,192,49,531500.5098866036,5,5,5,555,Almas Gêmeas
T07272,191,32,31289.810648453542,5,5,4,554,Amantes
T07296,3614,12,26279.245663202106,1,3,4,134,Clientes Regulares
T07300,131,55,53028.75583086655,5,5,5,555,Almas Gêmeas
T07372,3869,15,24669.56765773878,1,4,4,144,Clientes Regulares
T07389,3622,7,914.196046372039,1,3,2,132,Clientes Regulares
T07396,794,61,78712.02904273343,3,5,5,355,Prestes a te largar
T07402,400,33,41479.8936465732,4,5,5,455,Amantes
T07413,234,14,34470.835887899455,5,4,4,544,Amantes
T07422,3943,20,15293.637308349455,1,4,4,144,Clientes Regulares
T07446,4782,11,11484.86686358153,1,3,4,134,Clientes Regulares
T07457,186,21,36943.8348578683,5,4,4,544,Amantes
T07472,563,26,34741.50965224773,3,4,4,344,Prestes a te largar
T07483,198,34,35084.66632533364,5,5,4,554,Amantes
T07499,159,117,150873.0316063148,5,5,5,555,Almas Gêmeas
T07504,1566,36,62488.15376829596,2,5,5,255,Prestes a te largar
T07537,722,13,8140.58061939505,3,4,3,343,Prestes a te largar
T07542,1226,16,4649.35274477032,2,4,3,243,Prestes a te largar
T07543,191,42,21695.13258092452,5,5,4,554,Amantes
T07544,155,14,27403.260434664357,5,4,4,544,Amantes
T07562,1226,28,34535.95363852855,2,5,4,254,Prestes a te largar
T07578,2426,16,7253.562510906622,1,4,3,143,Clientes Regulares
T07589,157,47,46958.58337288674,5,5,5,555,Almas Gêmeas
T07602,297,31,59106.41535881861,4,5,5,455,Amantes
T07614,2080,31,32171.935466965726,1,5,4,154,Clientes Regulares
T07616,1135,15,41532.06351650909,2,4,5,245,Prestes a te largar
T07621,248,65,67209.25795062188,5,5,5,555,Almas Gêmeas
T07650,155,37,26945.460367297925,5,5,4,554,Amantes
T07651,4905,30,39999053.14539642,1,5,5,155,Ex-Amantes
T07654,194,20,25229.845156163014,5,4,4,544,Amantes
T07665,4972,32,123725.31945718893,1,5,5,155,Ex-Amantes
T07673,193,33,55569.09218815467,5,5,5,555,Almas Gêmeas
T07677,198,20,82188.9091521614,5,4,5,545,Amantes
T07678,3622,18,3475.2742359134822,1,4,3,143,Clientes Regulares
T07682,633,22,62294.71747536849,3,4,5,345,Prestes a te largar
T07684,190,56,176684.69902991265,5,5,5,555,Almas Gêmeas
T07726,688,12,12490.976047445762,3,3,4,334,Amigos Platônicos
T07742,186,36,18261.728764395513,5,5,4,554,Amantes
T07748,2256,29,25351.647719541153,1,5,4,154,Clientes Regulares
T07762,1053,10,23919.750842167163,2,3,4,234,Prestes a te largar
T07781,1345,38,44553.82141571399,2,5,5,255,Prestes a te largar
T07784,275,17,112978.8727518546,4,4,5,445,Amantes
T07800,136,27,35457.84274388393,5,5,4,554,Amantes
T07810,5155,8,451.25045758724286,1,3,2,132,Clientes Regulares
T07814,4015,20,153386.26569515202,1,4,5,145,Clientes Regulares
T07826,188,29,81682.56714376759,5,5,5,555,Almas Gêmeas
T07849,198,11,40791.020151264296,5,3,5,535,Amantes
T07880,3629,8,1832.7893275509216,1,3,3,133,Clientes Regulares
T07884,1012,6,19598.004702078844,3,2,4,324,Prestes a te largar
T07885,502,32,20734.69410350537,4,5,4,454,Amantes
T07888,178,24,10783.848424336702,5,4,4,544,Amantes
T07890,788,35,22366.18592485082,3,5,4,354,Prestes a te largar
T07903,1226,17,28778.50192629091,2,4,4,244,Prestes a te largar
T07912,278,27,27478.971905860624,4,5,4,454,Amantes
T07947,219,58,91645.96974489426,5,5,5,555,Almas Gêmeas
T07984,256,22,25588.333297069745,4,4,4,444,Amantes
T08043,225,26,37327.970732576694,5,4,5,545,Amantes
T08085,794,31,81717.27839405449,3,5,5,355,Prestes a te largar
T08111,663,23,76148.20573433068,3,4,5,345,Prestes a te largar
T08115,188,28,30821.168832935262,5,5,4,554,Amantes
T08138,520,14,18937.532467147557,3,4,4,344,Prestes a te largar
T08203,1226,9,1388.1683530328885,2,3,2,232,Prestes a te largar
T08223,149,42,172384.06466152592,5,5,5,555,Almas Gêmeas
T08225,3776,14,22848.940089553234,1,4,4,144,Clientes Regulares
T08245,1618,26,43524.16642673206,2,4,5,245,Prestes a te largar
T08257,855,61,115746.5369001703,3,5,5,355,Prestes a te largar
T08292,1432,60,356631.17939930904,2,5,5,255,Prestes a te largar
T08298,4204,10,1617.156667720845,1,3,3,133,Clientes Regulares
T08322,2286,8,10293.666043665151,1,3,4,134,Clientes Regulares
T08365,3082,3,0.033630858943358044,1,1,1,111,Clientes Regulares
T08368,156,24,16040.629131769854,5,4,4,544,Amantes
T08383,215,17,21191.842572979804,5,4,4,544,Amantes
T08391,645,28,30319.79578395028,3,5,4,354,Prestes a te largar
T08406,2985,5,2465.301707128129,1,2,3,123,Clientes Regulares
T08433,3516,5,1182.8561630410506,1,2,2,122,Clientes Regulares
T08451,541,30,60012.14063259433,3,5,5,355,Prestes a te largar
T08492,227,21,11204.936205309117,5,4,4,544,Amantes
T08539,1137,30,20958.28886919028,2,5,4,254,Prestes a te largar
T08807,488,23,86549.13319873832,4,4,5,445,Amantes
T08810,488,78,1031499.7004490012,4,5,5,455,Amantes
T08822,1254,18,32895.38989298315,2,4,4,244,Prestes a te largar
T08855,2420,13,79852.96013624419,1,4,5,145,Clientes Regulares
T08881,256,60,90258.9238217786,4,5,5,455,Amantes
T08886,246,70,128386.27905215192,5,5,5,555,Almas Gêmeas
T08909,508,52,226081.51967619272,4,5,5,455,Amantes
T08930,568,2,66.18553040052872,3,1,1,311,Prestes a te largar
T08938,3622,4,240.00242099190748,1,2,2,122,Clientes Regulares
T08946,1159,8,106677.68151607801,2,3,5,235,Prestes a te largar
T08976,155,80,182751.6261100045,5,5,5,555,Almas Gêmeas
T09016,631,2,62.80983293408912,3,1,1,311,Prestes a te largar
T09057,3747,7,10767.461788316547,1,3,4,134,Clientes Regulares
T09068,1226,20,10372.959201338856,2,4,4,244,Prestes a te largar
T09092,360,4,1659.2667069752977,4,2,3,423,Clientes Regulares
T09104,1226,19,22661.448050944033,2,4,4,244,Prestes a te largar
T09105,5409,14,440.41711715011314,1,4,2,142,Clientes Regulares
T09128,1737,28,21838.929726051625,2,5,4,254,Prestes a te largar
T09129,192,42,502068.84202948667,5,5,5,555,Almas Gêmeas
T09163,171,69,295299.17889205285,5,5,5,555,Almas Gêmeas
T09168,997,28,21050.492072840872,3,5,4,354,Prestes a te largar
T09170,183,138,1506224.27057041,5,5,5,555,Almas Gêmeas
T09188,229,43,40876.11463210569,5,5,5,555,Almas Gêmeas
T09190,198,27,93882.83384264955,5,5,5,555,Almas Gêmeas
T09248,4499,9,1604.4778338992003,1,3,3,133,Clientes Regulares
T09269,2419,14,27156.33005673017,1,4,4,144,Clientes Regulares
T09401,1059,39,10085.537269236811,2,5,4,254,Prestes a te largar
T09408,172,30,117541.12157196164,5,5,5,555,Almas Gêmeas
T09428,185,33,51491.262260267766,5,5,5,555,Almas Gêmeas
T09440,155,73,194231.38108302662,5,5,5,555,Almas Gêmeas
T09444,198,46,228352.7082693573,5,5,5,555,Almas Gêmeas
T09450,3539,12,4525.027866971461,1,3,3,133,Clientes Regulares
T09466,520,43,65084.65786387692,3,5,5,355,Prestes a te largar
T09481,192,35,98079.98605806757,5,5,5,555,Almas Gêmeas
T09487,3854,31,30507.556869431053,1,5,4,154,Clientes Regulares
T09502,775,13,3531.660574789387,3,4,3,343,Prestes a te largar
T09514,155,92,148748.7594204444,5,5,5,555,Almas Gêmeas
T09519,194,28,6448.595290525245,5,5,3,553,Amantes
T09580,3622,9,858.7429638318083,1,3,2,132,Clientes Regulares
T09590,188,97,190472.66596793843,5,5,5,555,Almas Gêmeas
T09624,764,30,41563.14263403009,3,5,5,355,Prestes a te largar
T09633,627,2,98.08019625093587,3,1,1,311,Prestes a te largar
T09656,246,56,97679.02214231534,5,5,5,555,Almas Gêmeas
T09665,1226,15,21312.980926893782,2,4,4,244,Prestes a te largar
T09724,1117,32,48838.01029407733,2,5,5,255,Prestes a te largar
T09736,1226,10,4867.3942148722135,2,3,3,233,Prestes a te largar
T09748,1555,14,2223.9414402063844,2,4,3,243,Prestes a te largar
T09755,676,62,115262.1306195223,3,5,5,355,Prestes a te largar
T09800,235,39,35110.335078422184,5,5,4,554,Amantes
T09817,3168,19,72156.23538932618,1,4,5,145,Clientes Regulares
T09845,2528,4,5654.8775924604115,1,2,3,123,Clientes Regulares
T09851,1801,42,52646.04085994848,2,5,5,255,Prestes a te largar
T09860,188,61,924636.4816879899,5,5,5,555,Almas Gêmeas
T09869,981,53,41594.133470546345,3,5,5,355,Prestes a te largar
T09935,178,45,98308.6758988824,5,5,5,555,Almas Gêmeas
T09965,640,8,1912.5575211072007,3,3,3,333,Amigos Platônicos
T09969,3687,8,1229.5862415428514,1,3,2,132,Clientes Regulares
T09978,579,26,15702.676834105416,3,5,4,354,Prestes a te largar
T09979,169,31,35854.86344142502,5,5,4,554,Amantes
T09981,184,33,34856.19928895933,5,5,4,554,Amantes
T10010,702,50,52389.93346138005,3,5,5,355,Prestes a te largar
T10019,675,62,46584.94032616864,3,5,5,355,Prestes a te largar
T10022,3260,16,9139.686176884352,1,4,4,144,Clientes Regulares
T10041,183,59,95816.95294819683,5,5,5,555,Almas Gêmeas
T10047,235,14,16382.1715236265,5,4,4,544,Amantes
T10084,1842,22,38550.818190758786,2,4,5,245,Prestes a te largar
T10090,4735,9,6873.42030069774,1,3,3,133,Clientes Regulares
T10110,1226,17,20581.375221439986,2,4,4,244,Prestes a te largar
T10121,633,33,46831.49656079713,3,5,5,355,Prestes a te largar
T10145,192,44,45980.20703607862,5,5,5,555,Almas Gêmeas
T10159,3259,24,23347.18967251388,1,4,4,144,Clientes Regulares
T10179,1432,15,32934.733794089516,2,4,4,244,Prestes a te largar
T10182,1600,24,60625.702023156926,2,4,5,245,Prestes a te largar
T10199,5555,7,586.5305876869006,1,3,2,132,Clientes Regulares
T10216,674,20,27233.517081862512,3,4,4,344,Prestes a te largar
T10219,198,39,69180.43826272477,5,5,5,555,Almas Gêmeas
T10247,4519,21,4361.644950367266,1,4,3,143,Clientes Regulares
T10271,2591,43,161823.69329486793,1,5,5,155,Ex-Amantes
T10289,191,41,182968.49050004338,5,5,5,555,Almas Gêmeas
T10391,191,57,21084.602171524213,5,5,4,554,Amantes
T10392,620,37,89839.28637159799,3,5,5,355,Prestes a te largar
T10402,5531,9,9525.755825981985,1,3,4,134,Clientes Regulares
T10406,4817,26,39444.38590902643,1,5,5,155,Ex-Amantes
T10413,193,58,174670.70243051762,5,5,5,555,Almas Gêmeas
T10415,1226,10,9864.23780967478,2,3,4,234,Prestes a te largar
T10471,578,63,301936.04813865805,3,5,5,355,Prestes a te largar
T10494,190,42,242581.60939898936,5,5,5,555,Almas Gêmeas
T10506,596,3,2025.750584595805,3,1,3,313,Prestes a te largar
T10560,3585,12,2759.17235643256,1,3,3,133,Clientes Regulares
T10570,1809,14,31382.75373100093,2,4,4,244,Prestes a te largar
T10661,367,47,41759.86213956186,4,5,5,455,Amantes
T10679,3581,8,3980.7880844058377,1,3,3,133,Clientes Regulares
T10680,2137,47,77434.75844706621,1,5,5,155,Ex-Amantes
T10698,188,62,131336.92029626403,5,5,5,555,Almas Gêmeas
T10703,169,82,37928.34882643353,5,5,5,555,Almas Gêmeas
T10731,1108,5,1782.9021521658206,2,2,3,223,Prestes a te largar
T10752,169,51,17528.20189612457,5,5,4,554,Amantes
T10765,219,37,72227.07879369042,5,5,5,555,Almas Gêmeas
T10859,170,60,122806.8691071605,5,5,5,555,Almas Gêmeas
T10869,268,62,54990.46485231944,4,5,5,455,Amantes
T10872,192,38,7101.374466473195,5,5,3,553,Amantes
T10881,236,48,60932.61724187403,5,5,5,555,Almas Gêmeas
T10944,170,53,109986.81930881132,5,5,5,555,Almas Gêmeas
T10952,3456,9,4343.92989541885,1,3,3,133,Clientes Regulares
T10965,5413,1,0.00840771473583952,1,1,1,111,Clientes Regulares
T10967,275,63,100109.68406473174,4,5,5,455,Amantes
T10981,611,21,7136.762537796337,3,4,3,343,Prestes a te largar
T10982,5457,9,631.3983573747088,1,3,2,132,Clientes Regulares
T10983,4320,10,6664.358269933721,1,3,3,133,Clientes Regulares
T11026,160,39,8459.207784739165,5,5,3,553,Amantes
T11036,155,78,337132.112480384,5,5,5,555,Almas Gêmeas
T11037,459,32,89424.39087252859,4,5,5,455,Amantes
T11071,592,9,4460.578529663889,3,3,3,333,Amigos Platônicos
T11082,682,24,51694.178251559926,3,4,5,345,Prestes a te largar
T11094,3622,12,2453.060074472746,1,3,3,133,Clientes Regulares
T11117,1535,22,47710.838425731694,2,4,5,245,Prestes a te largar
T11157,188,35,32387.21920663431,5,5,4,554,Amantes
T11161,1145,13,8603.210918877263,2,4,3,243,Prestes a te largar
T11180,1226,29,17141.081282684947,2,5,4,254,Prestes a te largar
T11271,183,32,77008.36539809543,5,5,5,555,Almas Gêmeas
T11287,7806,20,4684.963620533973,1,4,3,143,Clientes Regulares
T11293,198,41,25750.181805734657,5,5,4,554,Amantes
T11318,1368,82,57024.249008345374,2,5,5,255,Prestes a te largar
T11336,3358,2,0.02101928683959882,1,1,1,111,Clientes Regulares
T11382,4083,66,217197.49108513858,1,5,5,155,Ex-Amantes
T11387,160,80,91724.64913939222,5,5,5,555,Almas Gêmeas
T11432,795,29,31939.05438035508,3,5,4,354,Prestes a te largar
T11454,249,33,61947.108917329904,5,5,5,555,Almas Gêmeas
T11510,198,16,8338.170323402022,5,4,3,543,Amantes
T11527,3991,7,461.8904205854472,1,3,2,132,Clientes Regulares
T11561,4499,15,1921.2553020014248,1,4,3,143,Clientes Regulares
T11564,225,45,59595.97977245713,5,5,5,555,Almas Gêmeas
T11577,5722,10,6380.097638572343,1,3,3,133,Clientes Regulares
T11623,625,32,71313.81179979662,3,5,5,355,Prestes a te largar
T11677,246,26,82863.2457086921,5,5,5,555,Almas Gêmeas
T11687,194,35,67875.590362724,5,5,5,555,Almas Gêmeas
T11727,402,39,69110.84760785628,4,5,5,455,Amantes
T11754,1276,10,7581.7198209038115,2,3,3,233,Prestes a te largar
T11806,246,54,39320.84294869797,5,5,5,555,Almas Gêmeas
T11855,178,35,35392.8384974038,5,5,4,554,Amantes
T11871,2481,30,62777.715463798144,1,5,5,155,Ex-Amantes
T11906,222,51,103317.77794176979,5,5,5,555,Almas Gêmeas
T11910,188,43,24615.74567185731,5,5,4,554,Amantes
T11933,290,234,3166689.926074754,4,5,5,455,Amantes
T11950,3533,4,1297.9914086336405,1,2,2,122,Clientes Regulares
T12016,4806,16,40051.23794322983,1,4,5,145,Clientes Regulares
T12061,179,25,8976.950654314798,5,4,3,543,Amantes
T12062,198,72,43168.83117885124,5,5,5,555,Almas Gêmeas
T12096,584,10,12226.662719295176,3,3,4,334,Amigos Platônicos
T12098,4478,13,5641.2192598720485,1,4,3,143,Clientes Regulares
T12132,1129,63,125718.35562374756,2,5,5,255,Prestes a te largar
T12183,222,88,115330.30877831524,5,5,5,555,Almas Gêmeas
T12195,1226,7,5745.03351757282,2,3,3,233,Prestes a te largar
T12221,1597,12,1843.9968112937952,2,3,3,233,Prestes a te largar
T12230,190,43,18057.33721916726,5,5,4,554,Amantes
T12248,4324,13,9241.772649206896,1,4,4,144,Clientes Regulares
T12276,1171,13,42757.441696826594,2,4,5,245,Prestes a te largar
T12280,400,29,75711.30304194019,4,5,5,455,Amantes
T12315,5528,12,2915.8585282496647,1,3,3,133,Clientes Regulares
T12357,191,38,19133.59196707261,5,5,4,554,Amantes
T12368,188,38,53861.09436657046,5,5,5,555,Almas Gêmeas
T12377,142,142,620805.2631822983,5,5,5,555,Almas Gêmeas
T12393,3393,16,2445.35020005998,1,4,3,143,Clientes Regulares
T12395,2052,28,33586.319074545,1,5,4,154,Clientes Regulares
T12416,648,34,27673.749229288434,3,5,4,354,Prestes a te largar
T12450,193,40,67177.14048033091,5,5,5,555,Almas Gêmeas
T12464,4035,10,1436.7775557781445,1,3,2,132,Clientes Regulares
T12467,4979,28,12602.727187857174,1,5,4,154,Clientes Regulares
T12505,4153,12,6030.168551266712,1,3,3,133,Clientes Regulares
T12530,576,46,59467.501483578795,3,5,5,355,Prestes a te largar
T12552,246,25,22251.441637993445,5,4,4,544,Amantes
T12562,306,35,112102.7762648079,4,5,5,455,Amantes
T12582,3832,23,11318.251180661404,1,4,4,144,Clientes Regulares
