CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
T08111,2023-10-09,0,76148.20573433068,651,3,1,5,315,Potencial para Retenção
T08115,2025-01-26,32,33287.66443555588,176,5,5,4,554,Campeões
T08138,2024-02-29,0,107458.78764203915,508,3,1,5,315,Potencial para Retenção
T08203,2022-03-25,0,2642.666653338031,1214,2,1,3,213,Adormecidos
T08223,2025-03-06,189,233209.64328709795,137,5,5,5,555,Campeões
T08225,2015-04-01,0,22848.940089553234,3764,1,1,4,114,Adormecidos
T08245,2021-02-26,0,53920.381367030255,1606,2,1,5,215,Adormecidos
T08257,2023-03-31,0,116102.49431894154,843,3,1,5,315,Potencial para Retenção
T08292,2023-06-30,0,824205.1604960386,752,3,1,5,315,Potencial para Retenção
T08298,2017-08-30,0,156778.42967090165,2882,1,1,5,115,Adormecidos
T08322,2019-04-30,0,10467.730961841236,2274,1,1,3,113,Adormecidos
T08365,2017-02-23,0,29068.29483394842,3070,1,1,4,114,Adormecidos
T08368,2025-02-27,50,102598.41386897137,144,5,5,5,555,Campeões
T08383,2024-12-30,17,21191.842572979804,203,5,4,4,544,Campeões
T08391,2023-10-27,0,32913.109151788936,633,3,1,4,314,Potencial para Retenção
T08406,2017-05-31,0,4554.770157849495,2973,1,1,3,113,Adormecidos
T08433,2015-12-17,0,1820.6948299034127,3504,1,1,2,112,Perdidos
T08451,2024-02-08,0,130298.65160353502,529,3,1,5,315,Potencial para Retenção
T08492,2024-12-18,21,11204.936205309117,215,5,4,3,543,Clientes Leais
T08539,2022-06-22,0,20958.28886919028,1125,2,1,4,214,Adormecidos
T08807,2024-04-01,27,89927.07972886974,476,4,4,5,445,Campeões
T08810,2024-04-01,222,1175816.98464434,476,4,5,5,455,Campeões
T08822,2022-02-25,0,34940.953257353955,1242,2,1,4,214,Adormecidos
T08855,2018-12-17,0,965832.0684607704,2408,1,1,5,115,Adormecidos
T08881,2024-11-19,68,144136.56457094918,244,4,5,5,455,Campeões
T08886,2024-11-29,124,180947.39358555363,234,5,5,5,555,Campeões
T08909,2024-03-12,93,349810.134957558,496,3,5,5,355,Potencial para Retenção
T08930,2024-01-12,0,1358.2032577143552,556,3,1,2,312,Potencial para Retenção
T08938,2018-07-13,0,9863.712327503792,2565,1,1,3,113,Adormecidos
T08946,2022-05-31,0,108835.40379502492,1147,2,1,5,215,Adormecidos
T08976,2025-02-28,166,202209.65076944628,143,5,5,5,555,Campeões
T09016,2023-11-10,0,218.22643982608267,619,3,1,2,312,Potencial para Retenção
T09057,2018-06-29,0,127716.23883785146,2579,1,1,5,115,Adormecidos
T09068,2022-03-25,0,10372.959201338856,1214,2,1,3,213,Adormecidos
T09092,2024-08-07,40,43782.922255442194,348,4,5,4,454,Campeões
T09104,2022-03-25,0,42901.45744253681,1214,2,1,4,214,Adormecidos
T09105,2010-10-11,0,440.41711715011314,5397,1,1,2,112,Perdidos
T09128,2020-10-30,0,21838.929726051625,1725,2,1,4,214,Adormecidos
T09129,2025-01-22,188,512838.43096963136,180,5,5,5,555,Campeões
T09163,2025-02-12,380,300336.66537988844,159,5,5,5,555,Campeões
T09168,2022-11-09,0,24552.48602618485,985,3,1,4,314,Potencial para Retenção
T09170,2025-01-31,167,1797304.9920979042,171,5,5,5,555,Campeões
T09188,2024-12-16,43,40876.11463210569,217,5,5,4,554,Campeões
T09190,2025-01-16,105,127880.71475737124,186,5,5,5,555,Campeões
T09248,2013-04-08,0,1604.4778338992003,4487,1,1,2,112,Perdidos
T09269,2018-12-18,0,143195.92205787558,2407,1,1,5,115,Adormecidos
T09401,2025-01-26,122,29667.71024446803,176,5,5,4,554,Campeões
T09408,2025-02-11,30,117541.12157196164,160,5,4,5,545,Campeões
T09428,2025-01-29,123,55666.19288563888,173,5,5,5,555,Campeões
T09440,2025-02-28,770,247248.5384714151,143,5,5,5,555,Campeões
T09444,2025-01-16,114,257121.747312713,186,5,5,5,555,Campeões
T09450,2015-11-24,0,4525.027866971461,3527,1,1,3,113,Adormecidos
T09466,2024-02-29,0,69599.3694648675,508,3,1,5,315,Potencial para Retenção
T09481,2025-01-22,74,119120.78823967537,180,5,5,5,555,Campeões
T09487,2015-01-13,0,30507.556869431053,3842,1,1,4,114,Adormecidos
T09502,2023-06-19,0,3745.46035280705,763,3,1,3,313,Potencial para Retenção
T09514,2025-02-28,276,197720.55747525577,143,5,5,5,555,Campeões
T09519,2025-01-20,38,6919.011133852835,182,5,5,3,553,Clientes Leais
T09580,2015-09-02,0,1103.062746340568,3610,1,1,2,112,Perdidos
T09590,2025-01-26,966,250476.56283623425,176,5,5,5,555,Campeões
T09624,2023-06-30,0,42695.44741222191,752,3,1,4,314,Potencial para Retenção
T09633,2023-11-14,0,98.08019625093587,615,3,1,1,311,Potencial para Retenção
T09656,2024-11-29,130,105771.50222570667,234,5,5,5,555,Campeões
T09665,2022-03-25,0,34410.54836938616,1214,2,1,4,214,Adormecidos
T09724,2022-07-12,0,48838.01029407733,1105,2,1,5,215,Adormecidos
T09736,2022-03-25,0,23080.917346829825,1214,2,1,4,214,Adormecidos
T09748,2021-04-30,0,50997.44774683032,1543,2,1,5,215,Adormecidos
T09755,2023-09-26,0,115262.1306195223,664,3,1,5,315,Potencial para Retenção
T09800,2024-12-10,46,41116.73081627331,223,5,5,4,554,Campeões
T09817,2016-11-29,0,79550.12686303133,3156,1,1,5,115,Adormecidos
T09845,2018-08-31,0,59790.65620330807,2516,1,1,5,115,Adormecidos
T09851,2020-08-27,0,52646.04085994848,1789,2,1,5,215,Adormecidos
T09860,2025-01-26,642,999716.8782238674,176,5,5,5,555,Campeões
T09869,2023-06-27,0,63311.40776822771,755,3,1,5,315,Potencial para Retenção
T09935,2025-02-05,116,3137004.618483343,166,5,5,5,555,Campeões
T09965,2023-11-01,0,2696.6357742273854,628,3,1,3,313,Potencial para Retenção
T09969,2022-06-30,0,31943.821554610327,1117,2,1,4,214,Adormecidos
T09978,2024-01-01,0,15702.676834105416,567,3,1,4,314,Potencial para Retenção
T09979,2025-02-14,39,39218.68501080022,157,5,5,4,554,Campeões
T09981,2025-01-30,66,34856.19928895933,172,5,5,4,554,Campeões
T10010,2023-08-31,0,52453.525211784574,690,3,1,5,315,Potencial para Retenção
T10019,2024-04-30,70,47804.76100704581,447,4,5,4,454,Campeões
T10022,2016-08-29,0,9349.77815270351,3248,1,1,3,113,Adormecidos
T10041,2025-01-31,201,108707.69481204494,171,5,5,5,555,Campeões
T10047,2024-12-10,960,148845.77604078117,223,5,5,5,555,Campeões
T10084,2022-03-10,0,62538.267951978916,1229,2,1,5,215,Adormecidos
T10090,2012-08-15,0,6873.42030069774,4723,1,1,3,113,Adormecidos
T10110,2022-03-25,0,29109.139512135185,1214,2,1,4,214,Adormecidos
T10121,2023-11-08,0,46831.49656079713,621,3,1,4,314,Potencial para Retenção
T10145,2025-01-22,98,55175.0057830564,180,5,5,5,555,Campeões
T10159,2020-12-02,0,41587.760422776664,1692,2,1,4,214,Adormecidos
T10179,2021-08-31,0,71790.5628561777,1420,2,1,5,215,Adormecidos
T10182,2022-03-10,0,66509.89583118001,1229,2,1,5,215,Adormecidos
T10199,2010-05-18,0,586.5305876869006,5543,1,1,2,112,Perdidos
T10216,2023-09-28,0,37416.953781483455,662,3,1,4,314,Potencial para Retenção
T10219,2025-01-16,205,69466.29215602856,186,5,5,5,555,Campeões
T10247,2013-03-19,0,4361.644950367266,4507,1,1,3,113,Adormecidos
T10271,2018-06-29,0,161823.69329486793,2579,1,1,5,115,Adormecidos
T10289,2025-01-23,128,207931.35708248455,179,5,5,5,555,Campeões
T10391,2025-01-23,136,33146.49470128377,179,5,5,4,554,Campeões
T10392,2023-11-21,0,109223.10874463868,608,3,1,5,315,Potencial para Retenção
T10402,2010-06-11,0,9525.755825981985,5519,1,1,3,113,Adormecidos
T10406,2012-05-25,0,39529.77045602624,4805,1,1,4,114,Adormecidos
T10413,2025-01-21,228,178463.2543935601,181,5,5,5,555,Campeões
T10415,2024-08-07,52,98258.82655821364,348,4,5,5,455,Campeões
T10471,2024-01-02,0,370400.0860480288,566,3,1,5,315,Potencial para Retenção
T10494,2025-01-24,141,248399.23092173407,178,5,5,5,555,Campeões
T10506,2023-12-15,0,3811.5239713439128,584,3,1,3,313,Potencial para Retenção
T10560,2015-10-09,0,2759.17235643256,3573,1,1,3,113,Adormecidos
T10570,2020-08-19,0,41928.76051703283,1797,1,1,4,114,Adormecidos
T10661,2024-07-31,47,41759.86213956186,355,4,5,4,454,Campeões
T10679,2015-10-13,0,3980.7880844058377,3569,1,1,3,113,Adormecidos
T10680,2023-06-30,0,145306.89323903387,752,3,1,5,315,Potencial para Retenção
T10698,2025-01-26,154,149048.0824727552,176,5,5,5,555,Campeões
T10703,2025-02-14,570,64664.67990124953,157,5,5,5,555,Campeões
T10731,2022-07-21,0,1783.078714175273,1096,2,1,2,212,Perdidos
T10752,2025-02-14,177,21379.805443614234,157,5,5,4,554,Campeões
T10765,2024-12-26,43,88830.2008567174,207,5,5,5,555,Campeões
T10859,2025-02-13,384,126198.31001944293,158,5,5,5,555,Campeões
T10869,2024-11-07,184,62419.555223766176,256,4,5,5,455,Campeões
T10872,2025-01-22,80,8352.81656247186,180,5,5,3,553,Clientes Leais
T10881,2024-12-09,48,60932.61724187403,224,5,5,5,555,Campeões
T10944,2025-02-13,236,117875.95460745899,158,5,5,5,555,Campeões
T10952,2016-02-15,0,8783.022510075287,3444,1,1,3,113,Adormecidos
T10965,2010-10-07,0,834.9995774177986,5401,1,1,2,112,Perdidos
T10967,2024-10-31,206,131335.04537587773,263,4,5,5,455,Campeões
T10981,2023-11-30,0,7136.762537796337,599,3,1,3,313,Potencial para Retenção
T10982,2010-10-08,0,1083.8174873102337,5400,1,1,2,112,Perdidos
T10983,2013-10-04,0,6664.358269933721,4308,1,1,3,113,Adormecidos
T11026,2025-02-23,141,11341.288319037594,148,5,5,3,553,Clientes Leais
T11036,2025-02-28,273,363011.95806277485,143,5,5,5,555,Campeões
T11037,2024-04-30,45,94578.9631957755,447,4,5,5,455,Campeões
T11071,2023-12-19,0,4460.578529663889,580,3,1,3,313,Potencial para Retenção
T11082,2023-09-20,0,74344.92328164527,670,3,1,5,315,Potencial para Retenção
T11094,2015-09-02,0,2453.060074472746,3610,1,1,3,113,Adormecidos
T11117,2023-06-27,0,51319.87099537764,755,3,1,5,315,Potencial para Retenção
T11157,2025-01-26,42,45188.38527768673,176,5,5,4,554,Campeões
T11161,2022-06-14,0,8603.210918877263,1133,2,1,3,213,Adormecidos
T11180,2022-03-25,0,17390.702129334655,1214,2,1,4,214,Adormecidos
T11271,2025-01-31,40,91080.14735860164,171,5,5,5,555,Campeões
T11287,2004-03-19,0,4684.963620533973,7794,1,1,3,113,Adormecidos
T11293,2025-01-16,150,62282.85418987618,186,5,5,5,555,Campeões
T11318,2021-11-03,0,238572.57980078584,1356,2,1,5,215,Adormecidos
T11336,2016-05-23,0,0.02101928683959882,3346,1,1,1,111,Perdidos
T11382,2023-06-13,0,474681.5310296763,769,3,1,5,315,Potencial para Retenção
T11387,2025-02-23,244,113430.8252536223,148,5,5,5,555,Campeões
T11432,2023-05-30,0,33929.488359202995,783,3,1,4,314,Potencial para Retenção
T11454,2024-11-26,42,71128.08538128197,237,5,5,5,555,Campeões
T11510,2025-01-16,23,14259.189921968073,186,5,4,4,544,Campeões
T11527,2014-08-29,0,5478.143224855694,3979,1,1,3,113,Adormecidos
T11561,2013-04-08,0,1921.2553020014248,4487,1,1,2,112,Perdidos
T11564,2024-12-20,46,60743.14098258718,213,5,5,5,555,Campeões
T11577,2010-05-28,0,16512.4490634583,5533,1,1,4,114,Adormecidos
T11623,2023-11-16,0,74466.81832988537,613,3,1,5,315,Potencial para Retenção
T11677,2024-11-29,111,86603.19900834719,234,5,5,5,555,Campeões
T11687,2025-01-20,52,120381.13410557921,182,5,5,5,555,Campeões
T11727,2024-06-26,44,73996.62949485576,390,4,5,5,455,Campeões
T11754,2022-02-03,0,16710.791257934157,1264,2,1,4,214,Adormecidos
T11806,2024-11-29,118,42654.88018862146,234,5,5,4,554,Campeões
T11855,2025-02-05,164,45393.987533837,166,5,5,4,554,Campeões
T11871,2018-10-17,0,98755.28950179266,2469,1,1,5,115,Adormecidos
T11906,2024-12-23,118,132442.98459676513,210,5,5,5,555,Campeões
T11910,2025-01-26,102,32047.879636038437,176,5,5,4,554,Campeões
T11933,2024-10-16,2590,4270075.52866118,278,4,5,5,455,Campeões
T11950,2015-11-30,0,2581.6308482132035,3521,1,1,3,113,Adormecidos
T12016,2012-06-05,0,40051.23794322983,4794,1,1,4,114,Adormecidos
T12061,2025-02-04,58,11406.469127527194,167,5,5,3,553,Clientes Leais
T12062,2025-01-16,160,65815.6918447286,186,5,5,5,555,Campeões
T12096,2023-12-27,0,15811.291896920353,572,3,1,4,314,Potencial para Retenção
T12098,2013-04-29,0,5641.2192598720485,4466,1,1,3,113,Adormecidos
T12132,2022-06-30,0,139892.52673430683,1117,2,1,5,215,Adormecidos
T12183,2024-12-23,242,171357.08332583003,210,5,5,5,555,Campeões
T12195,2022-03-25,0,7872.9588554959155,1214,2,1,3,213,Adormecidos
T12221,2021-03-19,0,25884.722056937557,1585,2,1,4,214,Adormecidos
T12230,2025-01-24,108,21674.89941541273,178,5,5,4,554,Campeões
T12248,2013-09-30,0,9756.463518333418,4312,1,1,3,113,Adormecidos
T12276,2022-05-19,0,50373.376712847894,1159,2,1,5,215,Adormecidos
T12280,2024-06-28,41,98032.91546711898,388,4,5,5,455,Campeões
T12315,2011-12-13,0,12331.296729182704,4969,1,1,4,114,Adormecidos
T12357,2025-01-23,176,21981.9869922819,179,5,5,4,554,Campeões
T12368,2025-01-26,102,96288.52064844329,176,5,5,5,555,Campeões
T12377,2025-03-13,2520,643815.4422211981,130,5,5,5,555,Campeões
T12393,2016-04-18,0,3544.83546378045,3381,1,1,3,113,Adormecidos
T12395,2019-12-20,0,33586.319074545,2040,1,1,4,114,Adormecidos
T12416,2023-10-24,0,27673.749229288434,636,3,1,4,314,Potencial para Retenção
T12450,2025-01-21,98,90534.9490965561,181,5,5,5,555,Campeões
T12464,2014-07-16,0,1436.7775557781445,4023,1,1,2,112,Perdidos
T12467,2012-06-20,0,14386.629858076554,4779,1,1,4,114,Adormecidos
T12505,2015-02-19,0,10714.106430602904,3805,1,1,3,113,Adormecidos
T12530,2024-01-04,0,265610.5796803239,564,3,1,5,315,Potencial para Retenção
T12552,2024-11-29,25,22251.441637993445,234,5,4,4,544,Campeões
T12562,2024-09-30,62,124397.49523103231,294,4,5,5,455,Campeões
T12582,2015-02-04,0,13062.654407051812,3820,1,1,4,114,Adormecidos
T12595,2024-09-27,39,51845.22705064656,297,4,5,5,455,Campeões
T12653,2024-09-30,91,190496.82133237456,294,4,5,5,455,Campeões
T12690,2025-01-21,180,224677.72978918068,181,5,5,5,555,Campeões
T12712,2021-09-23,0,21610.07173094203,1397,2,1,4,214,Adormecidos
T12757,2024-06-25,19,14923.35734752572,391,4,4,4,444,Campeões
T12817,2025-01-20,34,5405.773820266954,182,5,5,3,553,Clientes Leais
T12825,2025-02-28,322,1195580.4447647051,143,5,5,5,555,Campeões
T12864,2018-08-31,0,30373.06286065922,2516,1,1,4,114,Adormecidos
T12870,2024-03-14,100,126522.01964834485,494,3,5,5,355,Potencial para Retenção
T12884,2022-07-18,0,5975.110631319059,1099,2,1,3,213,Adormecidos
T12915,2024-02-29,0,141000.3356356158,508,3,1,5,315,Potencial para Retenção
T12953,2025-01-26,70,257010.72764348343,176,5,5,5,555,Campeões
T12969,2025-01-24,56,150761.97410236904,178,5,5,5,555,Campeões
T12991,2011-08-18,0,68180.08415959711,5086,1,1,5,115,Adormecidos
T13017,2024-06-28,789,576183.3645003681,388,4,5,5,455,Campeões
T13019,2012-05-07,0,1552.9259309963986,4823,1,1,2,112,Perdidos
T13023,2025-01-26,132,56923.09579235848,176,5,5,5,555,Campeões
T13046,2015-09-02,0,203.23548445208093,3610,1,1,2,112,Perdidos
T13047,2024-08-12,87,173785.66854270687,343,4,5,5,455,Campeões
T13062,2021-10-21,0,109770.26180036037,1369,2,1,5,215,Adormecidos
T13065,2025-02-14,61,87065.96383126514,157,5,5,5,555,Campeões
T13109,2022-07-29,0,20226.426728437025,1088,2,1,4,214,Adormecidos
T13131,2013-12-17,0,33189.72296659805,4234,1,1,4,114,Adormecidos
T13275,2025-01-16,150,17428.494807072246,186,5,5,4,554,Campeões
T13280,2021-05-17,0,5240.032539679353,1526,2,1,3,213,Adormecidos
T13320,2023-10-09,0,62975.34720637891,651,3,1,5,315,Potencial para Retenção
T13347,2025-01-16,306,425736.402246007,186,5,5,5,555,Campeões
T13388,2012-01-19,0,3532.333191968259,4932,1,1,3,113,Adormecidos
T13454,2025-01-21,84,22173.21205623383,181,5,5,4,554,Campeões
T13468,2024-04-12,98,90303.82522232535,465,4,5,5,455,Campeões
T13481,2025-01-26,46,226425.04208486964,176,5,5,5,555,Campeões
T13485,2013-04-11,0,56553.74068015568,4484,1,1,5,115,Adormecidos
T13614,2015-10-23,0,13248.052924691796,3559,1,1,4,114,Adormecidos
T13617,2023-05-31,0,13683.387578284113,782,3,1,4,314,Potencial para Retenção
T13629,2024-12-19,1085,420081.5120419743,214,5,5,5,555,Campeões
T13630,2025-01-20,86,64994.951751502755,182,5,5,5,555,Campeões
T13640,2025-01-26,26,1901.148252210664,176,5,4,2,542,Clientes Leais
T13659,2025-01-23,98,172434.28394164317,179,5,5,5,555,Campeões
T13661,2025-01-16,70,25069.249396993764,186,5,5,4,554,Campeões
T13666,2021-12-23,0,53998.64037579141,1306,2,1,5,215,Adormecidos
T13697,2016-05-24,0,6382.859572863086,3345,1,1,3,113,Adormecidos
T13724,2021-01-14,0,63510.06104814876,1649,2,1,5,215,Adormecidos
T13777,2025-01-21,43,31474.55336434417,181,5,5,4,554,Campeões
T13780,2021-10-29,0,13008.151396276719,1361,2,1,4,214,Adormecidos
T13796,2022-08-26,0,75756.3053350638,1060,2,1,5,215,Adormecidos
T13825,2025-01-24,64,23385.146300688786,178,5,5,4,554,Campeões
T13830,2025-01-16,44,25098.533467418685,186,5,5,4,554,Campeões
T13833,2025-01-23,72,43535.197348465386,179,5,5,4,554,Campeões
T13852,2023-05-29,0,127073.62879287652,784,3,1,5,315,Potencial para Retenção
T13857,2012-12-14,0,9168.331260989346,4602,1,1,3,113,Adormecidos
T13864,2022-11-25,0,20957.221089418825,969,3,1,4,314,Potencial para Retenção
T13875,2025-01-23,204,313448.3115407064,179,5,5,5,555,Campeões
T13918,2025-01-23,100,79318.64986478162,179,5,5,5,555,Campeões
T13934,2023-03-28,0,12799.442489531611,846,3,1,4,314,Potencial para Retenção
T13935,2025-01-21,168,173534.07188309415,181,5,5,5,555,Campeões
T13937,2025-02-28,344,87590.13019489896,143,5,5,5,555,Campeões
T13941,2023-09-27,0,21220.126125351166,663,3,1,4,314,Potencial para Retenção
T14012,2024-10-17,60,78261.90521892069,277,4,5,5,455,Campeões
T14063,2025-03-21,425,253950.29425649374,122,5,5,5,555,Campeões
T14072,2015-09-02,0,1568.370902966136,3610,1,1,2,112,Perdidos
T14081,2024-12-20,963,429408.60618032055,213,5,5,5,555,Campeões
T14119,2025-02-25,116,347729.2760067263,146,5,5,5,555,Campeões
T14167,2024-12-20,128,74351.47709528178,213,5,5,5,555,Campeões
T14188,2023-08-31,0,18665.231809997935,690,3,1,4,314,Potencial para Retenção
T14189,2025-03-21,3120,288382.7489266242,122,5,5,5,555,Campeões
T14190,2024-12-12,204,550070.1669993415,221,5,5,5,555,Campeões
T14228,2025-01-21,243,122476.83687677725,181,5,5,5,555,Campeões
T14245,2021-07-29,0,17360.287221277755,1453,2,1,4,214,Adormecidos
T14264,2015-11-24,0,1267.9674593119578,3527,1,1,2,112,Perdidos
T14319,2012-03-21,0,2261.826602806074,4870,1,1,3,113,Adormecidos
T14333,2024-12-05,25,12181.513291163717,228,5,4,4,544,Campeões
T14354,2025-01-24,40,33019.576043488945,178,5,5,4,554,Campeões
T14390,2023-09-27,0,10975.691455321725,663,3,1,3,313,Potencial para Retenção
T14398,2025-03-17,460,189936.59428023873,126,5,5,5,555,Campeões
T14431,2022-09-23,0,171837.25211825134,1032,2,1,5,215,Adormecidos
T14439,2025-03-18,355,102841.64485242178,125,5,5,5,555,Campeões
T14449,2025-02-28,192,121163.82928962538,143,5,5,5,555,Campeões
T14450,2012-03-21,0,2254.722083854289,4870,1,1,3,113,Adormecidos
T14466,2025-01-26,166,63565.976554999506,176,5,5,5,555,Campeões
T14472,2024-12-23,244,968684.4025003334,210,5,5,5,555,Campeões
T14475,2025-01-14,292,70146.11895028169,188,5,5,5,555,Campeões
T14511,2025-01-23,128,232204.31602070478,179,5,5,5,555,Campeões
T14535,2022-12-28,0,19540.74396087037,936,3,1,4,314,Potencial para Retenção
T14539,2023-09-29,0,98886.55494810606,661,3,1,5,315,Potencial para Retenção
T14551,2015-11-24,0,601.4626890577512,3527,1,1,2,112,Perdidos
T14588,2024-08-30,51,45325.60758989038,325,4,5,4,454,Campeões
T14596,2019-05-23,0,30551.268578342668,2251,1,1,4,114,Adormecidos
T14622,2024-07-18,120,60581.57833622324,368,4,5,5,455,Campeões
T14650,2021-06-25,0,39356.2100007343,1487,2,1,4,214,Adormecidos
T14662,2024-01-03,0,16358.331448493018,565,3,1,4,314,Potencial para Retenção
T14705,2021-12-13,0,39525.14200906414,1316,2,1,4,214,Adormecidos
T14744,2025-01-26,231,81922.03987873117,176,5,5,5,555,Campeões
T14749,2022-03-25,0,21756.534121640354,1214,2,1,4,214,Adormecidos
T14772,2025-01-29,220,58003.46191276962,173,5,5,5,555,Campeões
T14841,2021-12-20,0,34508.50244991606,1309,2,1,4,214,Adormecidos
T14847,2015-09-02,0,117.19093184549892,3610,1,1,1,111,Perdidos
T14861,2019-08-29,0,74979.33580475276,2153,1,1,5,115,Adormecidos
T14917,2024-02-29,0,46927.81534081091,508,3,1,4,314,Potencial para Retenção
T14930,2015-03-31,0,9531.292306135547,3765,1,1,3,113,Adormecidos
T14950,2022-04-27,0,6372.627384029572,1181,2,1,3,213,Adormecidos
T15003,2015-03-26,0,612.6155226548426,3770,1,1,2,112,Perdidos
T15011,2025-01-28,74,72282.61595337791,174,5,5,5,555,Campeões
T15034,2025-01-16,51,85358.73951943657,186,5,5,5,555,Campeões
T15035,2024-11-13,172,141043.3831350633,250,4,5,5,455,Campeões
T15045,2025-02-07,284,104785.0208518932,164,5,5,5,555,Campeões
T15055,2019-07-11,0,20040.09495446134,2202,1,1,4,114,Adormecidos
T15061,2011-04-04,0,6526.5600292706795,5222,1,1,3,113,Adormecidos
T15062,2023-12-28,0,127380.82146617984,571,3,1,5,315,Potencial para Retenção
T15074,2014-07-31,0,42883.85589173733,4008,1,1,4,114,Adormecidos
T15080,2013-01-04,0,106222.37433613079,4581,1,1,5,115,Adormecidos
T15086,2024-12-23,54,50402.97607257542,210,5,5,5,555,Campeões
T15122,2025-01-16,104,29615.86827540684,186,5,5,4,554,Campeões
T15127,2023-11-07,0,44036.772182604094,622,3,1,4,314,Potencial para Retenção
T15135,2023-04-06,0,55059.96722618327,837,3,1,5,315,Potencial para Retenção
T15138,2025-01-20,88,21788.33630262868,182,5,5,4,554,Campeões
T15140,2025-01-20,72,47546.35409849712,182,5,5,4,554,Campeões
